"last_change_date","barcode","available_stock","in_way_to_client","in_way_from_client","total_stock","available_stock_cost","in_way_to_client_cost","in_way_from_client_cost","total_stock_cost","sales_quantity","revenue","for_pay","sales_cost_price","gross_profit","cost_price","is_cost_price_missing","is_stock_missing","category","subject","supplier_article","brand","orig_country","color","size_group","size"
"2022-08-31","2001676801302",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-12","2000629385968",218,84,30,332,114286.50,44037.00,15727.50,174051.00,8,13085.64,12386.88,4194.00,8192.88,524.25,0,0,"category 588","subject 618","supplierArticle 430","brand 603","Сербия","сиреневый",NULL,"0"
"2022-05-17","2001677202375",0,0,2,2,NULL,NULL,164.34,164.34,0,0,0,0,0,82.17,0,0,"category 594","subject 638","supplierArticle 238","brand 605","Китай","Розовый",NULL,"50"
"2022-04-16","2001676801517",0,3,0,3,NULL,240.57,NULL,240.57,0,0,0,0,0,80.19,0,0,"category 594","subject 638","supplierArticle 208","brand 605","Россия","Красный",NULL,"45"
"2022-06-12","2000794458917",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-11","2000961388849",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-01","2000696183214",344,80,52,476,118931.12,27658.40,17977.96,164567.48,5,3829.83,3327.75,1728.65,1599.10,345.73,0,0,"category 594","subject 638","supplierArticle 88","brand 611","Сербия","сиреневый",NULL,"0"
"2022-06-12","2001676801180",20,0,0,20,2786.00,NULL,NULL,2786.00,0,0,0,0,0,139.3,0,0,"category 594","subject 638","supplierArticle 160","brand 605","Туркменистан","сиреневый","M-L","M-L"
"2022-09-13","2000794458146",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-21","2001676801029",3126,178,50,3354,661617.90,37673.70,10582.50,709874.10,37,24309.00,20662.65,7831.05,12831.60,211.65,0,0,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-08-20","2001669403599",4,0,0,4,3875.04,NULL,NULL,3875.04,0,0,0,0,0,968.76,0,0,"category 589","subject 634","supplierArticle 52","brand 609","Сербия","Бордовый",NULL,"0"
"2022-05-20","2001677202474",0,1,1,2,NULL,35.00,35.00,70.00,0,0,0,0,0,35,0,0,"category 594","subject 638","supplierArticle 236","brand 605","Россия","Черный",NULL,"42"
"2022-07-31","2000939535855",0,4,0,4,NULL,336.60,NULL,336.60,0,0,0,0,0,84.15,0,0,"category 594","subject 638","supplierArticle 137","brand 605","Сербия","сиреневый",NULL,"0"
"2022-07-14","2000961388849",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-27","2001676801173",0,1,0,1,NULL,37.50,NULL,37.50,0,0,0,0,0,37.5,0,0,"category 594","subject 638","supplierArticle 161","brand 605","Туркменистан","Красный","M-L","M-L"
"2022-09-05","2001676801029",1455,69,23,1547,307950.75,14603.85,4867.95,327422.55,6,5550.00,4905.45,2116.50,2788.95,211.65,0,0,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-09-12","2001677202313",0,0,1,1,NULL,NULL,58.86,58.86,0,0,0,0,0,58.8625,0,0,"category 594","subject 638","supplierArticle 222","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-06-14","2000629385685",0,9,0,9,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-20","2001676801319",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-25","2001676801302",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-10","2000939535862",0,1,0,1,NULL,82.17,NULL,82.17,0,0,0,0,0,82.17,0,0,"category 594","subject 638","supplierArticle 138","brand 605","Китай","Лиловый","XS-S","XS-S"
"2022-07-31","2000939535381",0,0,4,4,NULL,NULL,1645.07,1645.07,0,0,0,0,0,411.2675,0,0,"category 591","subject 619","supplierArticle 40","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-06-07","2000794458412",0,1,0,1,NULL,221.21,NULL,221.21,0,0,0,0,0,221.2125,0,0,"category 591","subject 619","supplierArticle 38","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-04-08","2001676801005",2126,72,11,2209,457515.20,15494.40,2367.20,475376.80,12,6894.00,6089.40,2582.4,3507.00,215.2,0,0,"category 594","subject 638","supplierArticle 174","brand 611","Сербия","Красный",NULL,"0"
"2022-07-10","2001676801319",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-10","2001677202375",0,0,1,1,NULL,NULL,82.17,82.17,0,0,0,0,0,82.17,0,0,"category 594","subject 638","supplierArticle 238","brand 605","Китай","Розовый",NULL,"50"
"2022-07-19","2001677202436",0,0,1,1,NULL,NULL,43.45,43.45,0,0,0,0,0,43.45,0,0,"category 594","subject 638","supplierArticle 540","brand 605","Сербия","Синий",NULL,"0"
"2022-05-22","2000629385456",0,1,0,1,NULL,401.37,NULL,401.37,0,0,0,0,0,401.3702,0,0,"category 599","subject 624","supplierArticle 43","brand 607","Сербия","Лиловый",NULL,"0"
"2022-07-20","2001676801173",0,1,0,1,NULL,37.50,NULL,37.50,0,0,0,0,0,37.5,0,0,"category 594","subject 638","supplierArticle 161","brand 605","Туркменистан","Красный","M-L","M-L"
"2022-05-24","2000696183979",0,2,1,3,NULL,112.86,56.43,169.29,0,0,0,0,0,56.43,0,0,"category 596","subject 633","supplierArticle 472","brand 610","Сербия","Синий",NULL,"0"
"2022-04-11","2001676801159",20,0,0,20,2175.40,NULL,NULL,2175.40,0,0,0,0,0,108.77,0,0,"category 594","subject 638","supplierArticle 163","brand 605","Туркменистан","Черный","M-L","M-L"
"2022-05-30","2000629385708",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-02","2000629385685",0,36,0,36,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-13","2001676801029",3076,73,18,3167,651035.40,15450.45,3809.70,670295.55,18,10230.00,9261.60,3809.70,5451.90,211.65,0,0,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-06-23","2000696183979",0,2,1,3,NULL,112.86,56.43,169.29,0,0,0,0,0,56.43,0,0,"category 596","subject 633","supplierArticle 472","brand 610","Сербия","Синий",NULL,"0"
"2022-05-18","2001676801289",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-30","2000961388795",0,1,0,1,NULL,69.52,NULL,69.52,0,0,0,0,0,69.52,0,0,"category 594","subject 638","supplierArticle 75","brand 605","Туркменистан","Черный","XS-S","XS-S"
"2022-05-28","2000629385456",0,1,0,1,NULL,401.37,NULL,401.37,0,0,0,0,0,401.3702,0,0,"category 599","subject 624","supplierArticle 43","brand 607","Сербия","Лиловый",NULL,"0"
"2022-05-18","2001676801173",0,2,0,2,NULL,75.00,NULL,75.00,0,0,0,0,0,37.5,0,0,"category 594","subject 638","supplierArticle 161","brand 605","Туркменистан","Красный","M-L","M-L"
"2022-08-14","2000696183238",1123,206,36,1365,329218.68,60390.96,10553.76,400163.40,69,52453.80,44865.81,20814.36,24051.45,293.16,0,0,"category 594","subject 638","supplierArticle 93","brand 611","Сербия","Лиловый",NULL,"0"
"2022-07-11","2001669403629",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-16","2000794458214",0,3,0,3,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-09","2000696183467",96,13,3,112,46728.00,6327.75,1460.25,54516.00,1,789.00,762.45,486.75,275.70,486.75,0,0,"category 595","subject 628","supplierArticle 451","brand 610","Сербия","Черный",NULL,"0"
"2022-08-23","2000696183184",453,170,38,661,151827.48,56977.20,12736.08,221540.76,30,29725.92,25267.95,10389.96,14877.99,335.16,0,0,"category 594","subject 638","supplierArticle 84","brand 611","Сербия","Синий",NULL,"0"
"2022-05-28","2001677202429",0,0,1,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-19","2001677202238",0,0,1,1,NULL,NULL,79.20,79.20,0,0,0,0,0,79.2,0,0,"category 594","subject 638","supplierArticle 533","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-07-25","2000696183184",1312,143,47,1502,439729.92,47927.88,15752.52,503410.32,26,22115.67,19224.39,9384.48,9839.91,335.16,0,0,"category 594","subject 638","supplierArticle 84","brand 611","Сербия","Синий",NULL,"0"
"2022-06-13","2001677202238",0,0,1,1,NULL,NULL,79.20,79.20,0,0,0,0,0,79.2,0,0,"category 594","subject 638","supplierArticle 533","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-06-24","2001669403582",5,0,0,5,3116.10,NULL,NULL,3116.10,0,0,0,0,0,623.22,0,0,"category 589","subject 634","supplierArticle 51","brand 609","Сербия","Желтый",NULL,"0"
"2022-06-06","2000939535756",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-11","2000961388788",0,1,1,2,NULL,76.23,76.23,152.46,0,0,0,0,0,76.23,0,0,"category 594","subject 638","supplierArticle 76","brand 605","Россия","Черный",NULL,"48"
"2022-07-24","2001676801005",1084,60,20,1164,233276.80,12912.00,4304.00,250492.80,7,4809.00,4087.65,1506.4,2581.25,215.2,0,0,"category 594","subject 638","supplierArticle 174","brand 611","Сербия","Красный",NULL,"0"
"2022-06-01","2000794458801",0,4,0,4,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-17","2000794458917",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-13","2001676801111",0,1,0,1,NULL,52.93,NULL,52.93,0,0,0,0,0,52.93,0,0,"category 594","subject 638","supplierArticle 166","brand 605","Китай","Бордовый",NULL,"46"
"2022-08-23","2000696183733",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-17","2000939535138",22,0,0,22,28407.28,NULL,NULL,28407.28,0,0,0,0,0,1291.24,0,0,"category 598","subject 622","supplierArticle 44","brand 607","Сербия","Желтый",NULL,"0"
"2022-06-20","2000696183443",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-06","2000794458153",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-18","2000629385968",940,222,104,1266,492795.00,116383.50,54522.00,663700.50,22,28862.61,27351.48,12057.75,15293.73,524.25,0,0,"category 588","subject 618","supplierArticle 430","brand 603","Сербия","сиреневый",NULL,"0"
"2022-04-13","2001677202474",0,1,0,1,NULL,35.00,NULL,35.00,0,0,0,0,0,35,0,0,"category 594","subject 638","supplierArticle 236","brand 605","Россия","Черный",NULL,"42"
"2022-07-11","2000794458290",0,2,0,2,NULL,400.66,NULL,400.66,0,0,0,0,0,200.33,0,0,"category 594","subject 638","supplierArticle 128","brand 605","Туркменистан","Синий","XS-S","XS-S"
"2022-04-16","2001676801302",0,3,0,3,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-08","2000939535695",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-05","2001676801227",20,0,0,20,1425.60,NULL,NULL,1425.60,0,0,0,0,0,71.28,0,0,"category 594","subject 638","supplierArticle 195","brand 605","Россия","оливковый","S","S"
"2022-07-11","2000629385449",0,1,0,1,NULL,265.88,NULL,265.88,0,0,0,0,0,265.88,0,0,"category 599","subject 624","supplierArticle 42","brand 607","Сербия","Черный",NULL,"0"
"2022-05-30","2000794458818",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-09","2000961388917",0,0,2,2,NULL,NULL,176.22,176.22,0,0,0,0,0,88.11,0,0,"category 594","subject 638","supplierArticle 78","brand 605","Китай","сиреневый",NULL,"50"
"2022-04-11","2000629385708",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-24","2001676801302",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-13","2000794458009",0,1,0,1,NULL,43.45,NULL,43.45,0,0,0,0,0,43.45,0,0,"category 596","subject 633","supplierArticle 466","brand 610","Исландия","Черный",NULL,"0"
"2022-08-05","2000961388917",0,0,1,1,NULL,NULL,88.11,88.11,0,0,0,0,0,88.11,0,0,"category 594","subject 638","supplierArticle 78","brand 605","Китай","сиреневый",NULL,"50"
"2022-08-25","2000794458160",46,46,10,102,18808.02,18808.02,4088.70,41704.74,4,7638.00,6721.44,1635.48,5085.96,408.87,0,0,"category 588","subject 618","supplierArticle 434","brand 604","Сербия","сиреневый",NULL,"0"
"2022-06-28","2000696183245",249,94,21,364,65571.66,24753.96,5530.14,95855.76,48,27723.84,23567.10,12640.32,10926.78,263.34,0,0,"category 594","subject 638","supplierArticle 95","brand 611","Сербия","Синий",NULL,"0"
"2022-08-31","2000939535695",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-18","2001677202474",0,2,0,2,NULL,70.00,NULL,70.00,0,0,0,0,0,35,0,0,"category 594","subject 638","supplierArticle 236","brand 605","Россия","Черный",NULL,"42"
"2022-09-14","2001676801296",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-24","2001676801296",0,1,1,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-17","2000696183962",0,2,0,2,NULL,83.74,NULL,83.74,0,0,0,0,0,41.87,0,0,"category 596","subject 633","supplierArticle 470","brand 610","Сербия","Розовый",NULL,"0"
"2022-07-24","2001669403148",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-04","2000696183184",1033,119,76,1228,346220.28,39884.04,25472.16,411576.48,10,10164.00,8695.50,3351.60,5343.90,335.16,0,0,"category 594","subject 638","supplierArticle 84","brand 611","Сербия","Синий",NULL,"0"
"2022-08-07","2001677202559",0,0,2,2,NULL,NULL,58.00,58.00,0,0,0,0,0,29,0,0,"category 594","subject 638","supplierArticle 230","brand 605","Туркменистан","Синий",NULL,"48"
"2022-08-17","2001676801319",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-28","2001676801029",3578,168,60,3806,757283.70,35557.20,12699.00,805539.90,47,27049.83,23850.15,9947.55,13902.60,211.65,0,0,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-05-20","2000794458436",0,1,1,2,NULL,51.33,51.33,102.66,0,0,0,0,0,51.33,0,0,"category 593","subject 632","supplierArticle 10","brand 607","Сербия","Синий",NULL,"0"
"2022-04-13","2000961388795",0,1,0,1,NULL,69.52,NULL,69.52,0,0,0,0,0,69.52,0,0,"category 594","subject 638","supplierArticle 75","brand 605","Туркменистан","Черный","XS-S","XS-S"
"2022-05-24","2001677202252",0,0,1,1,NULL,NULL,53.72,53.72,0,0,0,0,0,53.72,0,0,"category 594","subject 638","supplierArticle 531","brand 605","Китай","Фиолетовый",NULL,"42"
"2022-06-25","2000696183962",0,2,0,2,NULL,83.74,NULL,83.74,0,0,0,0,0,41.87,0,0,"category 596","subject 633","supplierArticle 470","brand 610","Сербия","Розовый",NULL,"0"
"2022-07-02","2001677202252",0,0,4,4,NULL,NULL,214.88,214.88,0,0,0,0,0,53.72,0,0,"category 594","subject 638","supplierArticle 531","brand 605","Китай","Фиолетовый",NULL,"42"
"2022-08-10","2000961388849",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-25","2000961388795",0,1,0,1,NULL,69.52,NULL,69.52,0,0,0,0,0,69.52,0,0,"category 594","subject 638","supplierArticle 75","brand 605","Туркменистан","Черный","XS-S","XS-S"
"2022-07-11","2000794458269",0,0,1,1,NULL,NULL,179.40,179.40,0,0,0,0,0,179.4,0,0,"category 594","subject 638","supplierArticle 125","brand 605","Китай","Белый","M-L","M-L"
"2022-07-20","2000629385968",358,81,33,472,187681.50,42464.25,17300.25,247446.00,12,15511.71,15404.07,6291.00,9113.07,524.25,0,0,"category 588","subject 618","supplierArticle 430","brand 603","Сербия","сиреневый",NULL,"0"
"2022-06-11","2001676801678",0,1,2,3,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-13","2000629385708",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-30","2000794458269",0,1,0,1,NULL,179.40,NULL,179.40,0,0,0,0,0,179.4,0,0,"category 594","subject 638","supplierArticle 125","brand 605","Китай","Белый","M-L","M-L"
"2022-05-22","2000629385968",420,265,46,731,220185.00,138926.25,24115.50,383226.75,20,27577.80,24606.84,10485.00,14121.84,524.25,0,0,"category 588","subject 618","supplierArticle 430","brand 603","Сербия","сиреневый",NULL,"0"
"2022-08-09","2000696183474",1308,234,46,1588,794426.88,142122.24,27938.56,964487.68,15,8721.00,8453.25,9110.40,-657.15,607.36,0,0,"category 595","subject 628","supplierArticle 453","brand 610","Сербия","Синий",NULL,"0"
"2022-06-15","2000939535398",0,1,1,2,NULL,87.91,87.91,175.82,0,0,0,0,0,87.91,0,0,"category 591","subject 619","supplierArticle 491","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-07-23","2000696183986",0,4,0,4,NULL,245.52,NULL,245.52,0,0,0,0,0,61.38,0,0,"category 596","subject 633","supplierArticle 469","brand 610","Сербия","Лиловый",NULL,"0"
"2022-05-25","2000696183450",98,18,7,123,43439.48,7978.68,3102.82,54520.98,0,0,0,0,0,443.26,0,0,"category 595","subject 628","supplierArticle 448","brand 610","Сербия","Красный",NULL,"0"
"2022-06-09","2001677202238",0,0,1,1,NULL,NULL,79.20,79.20,0,0,0,0,0,79.2,0,0,"category 594","subject 638","supplierArticle 533","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-06-07","2000939535138",9,0,0,9,11621.16,NULL,NULL,11621.16,0,0,0,0,0,1291.24,0,0,"category 598","subject 622","supplierArticle 44","brand 607","Сербия","Желтый",NULL,"0"
"2022-07-14","2001676801999",0,2,0,2,NULL,101.12,NULL,101.12,0,0,0,0,0,50.56,0,0,"category 594","subject 638","supplierArticle 216","brand 605","Россия","Желтый",NULL,"М"
"2022-07-21","2001676801029",3846,120,60,4026,814005.90,25398.00,12699.00,852102.90,12,8242.38,7007.40,2539.80,4467.60,211.65,0,0,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-04-13","2000696183733",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-21","2001669403193",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-26","2000794458214",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-08","2000696183245",816,158,34,1008,214885.44,41607.72,8953.56,265446.72,13,9051.00,7693.35,3423.42,4269.93,263.34,0,0,"category 594","subject 638","supplierArticle 95","brand 611","Сербия","Синий",NULL,"0"
"2022-06-23","2001676801296",0,1,1,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-30","2001677202474",0,1,1,2,NULL,35.00,35.00,70.00,0,0,0,0,0,35,0,0,"category 594","subject 638","supplierArticle 236","brand 605","Россия","Черный",NULL,"42"
"2022-06-24","2000696183191",208,119,36,363,52029.12,29766.66,9005.04,90800.82,24,15917.67,13530.30,6003.36,7526.94,250.14,0,0,"category 594","subject 638","supplierArticle 85","brand 611","Сербия","Розовый",NULL,"0"
"2022-05-18","2001676801166",0,2,0,2,NULL,64.00,NULL,64.00,0,0,0,0,0,32,0,0,"category 594","subject 638","supplierArticle 162","brand 605","Китай","Фиолетовый","M-L","M-L"
"2022-04-07","2001676801395",0,2,0,2,NULL,64.00,NULL,64.00,0,0,0,0,0,32,0,0,"category 594","subject 638","supplierArticle 190","brand 605","Китай","Красный",NULL,"46"
"2022-07-02","2000629385708",0,8,0,8,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-25","2001676801289",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-06-01","2001676801289",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-13","2000629385579",394,39,3,436,125764.80,12448.80,957.60,139171.20,1,633.96,630.96,319.2,311.76,319.2,0,0,"category 591","subject 619","supplierArticle 35","brand 607","Сербия","Бордовый",NULL,"0"
"2022-08-24","2000961388795",0,1,0,1,NULL,69.52,NULL,69.52,0,0,0,0,0,69.52,0,0,"category 594","subject 638","supplierArticle 75","brand 605","Туркменистан","Черный","XS-S","XS-S"
"2022-04-16","2001677202313",0,6,0,6,NULL,353.18,NULL,353.18,0,0,0,0,0,58.8625,0,0,"category 594","subject 638","supplierArticle 222","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-08-25","2001677202177",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-12","2000939535398",0,1,1,2,NULL,87.91,87.91,175.82,0,0,0,0,0,87.91,0,0,"category 591","subject 619","supplierArticle 491","brand 607","Сербия","Фиолетовый",NULL,"0"
"2022-08-14","2000696183979",0,3,0,3,NULL,169.29,NULL,169.29,0,0,0,0,0,56.43,0,0,"category 596","subject 633","supplierArticle 472","brand 610","Сербия","Синий",NULL,"0"
"2022-05-25","2001676801517",0,0,1,1,NULL,NULL,80.19,80.19,0,0,0,0,0,80.19,0,0,"category 594","subject 638","supplierArticle 208","brand 605","Россия","Красный",NULL,"45"
"2022-05-29","2000939535855",0,1,0,1,NULL,84.15,NULL,84.15,0,0,0,0,0,84.15,0,0,"category 594","subject 638","supplierArticle 137","brand 605","Сербия","сиреневый",NULL,"0"
"2022-08-13","2001676801111",0,1,0,1,NULL,52.93,NULL,52.93,0,0,0,0,0,52.93,0,0,"category 594","subject 638","supplierArticle 166","brand 605","Китай","Бордовый",NULL,"46"
"2022-07-01","2000961388795",0,1,0,1,NULL,69.52,NULL,69.52,0,0,0,0,0,69.52,0,0,"category 594","subject 638","supplierArticle 75","brand 605","Туркменистан","Черный","XS-S","XS-S"
"2022-09-10","2001669403629",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-24","2000961388917",0,0,1,1,NULL,NULL,88.11,88.11,0,0,0,0,0,88.11,0,0,"category 594","subject 638","supplierArticle 78","brand 605","Китай","сиреневый",NULL,"50"
"2022-08-10","2000696183238",1020,203,33,1256,299023.20,59511.48,9674.28,368208.96,28,20555.85,17761.14,8208.48,9552.66,293.16,0,0,"category 594","subject 638","supplierArticle 93","brand 611","Сербия","Лиловый",NULL,"0"
"2022-09-04","2000939535695",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-08","2000696183979",0,3,0,3,NULL,169.29,NULL,169.29,0,0,0,0,0,56.43,0,0,"category 596","subject 633","supplierArticle 472","brand 610","Сербия","Синий",NULL,"0"
"2022-07-25","2001676801302",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-05-21","2000794458269",0,0,1,1,NULL,NULL,179.40,179.40,0,0,0,0,0,179.4,0,0,"category 594","subject 638","supplierArticle 125","brand 605","Китай","Белый","M-L","M-L"
"2022-04-08","2001676801159",20,0,0,20,2175.40,NULL,NULL,2175.40,0,0,0,0,0,108.77,0,0,"category 594","subject 638","supplierArticle 163","brand 605","Туркменистан","Черный","M-L","M-L"
"2022-08-09","2000794458344",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-09-12","2001669403629",0,1,0,1,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-04-12","2001669403070",11,1,0,12,17867.85,1624.35,NULL,19492.20,0,0,0,0,0,1624.35,0,0,"category 588","subject 618","supplierArticle 413","brand 603","Сербия","Синий",NULL,"0"
"2022-08-04","2000696183443",0,2,0,2,NULL,NULL,NULL,NULL,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-07-27","2001677202238",0,0,1,1,NULL,NULL,79.20,79.20,0,0,0,0,0,79.2,0,0,"category 594","subject 638","supplierArticle 533","brand 605","Туркменистан","Синий","M-L","M-L"
"2022-07-24","2001676801012",1453,26,15,1494,307527.45,5502.90,3174.75,316205.10,3,1791.00,1522.35,634.95,887.40,211.65,0,0,"category 594","subject 638","supplierArticle 173","brand 611","Сербия","Черный",NULL,"0"
